,0
2562,маЇм
2563,живий
2564,вогонь
2565,ме
2566,гор≥ти
2567,зв≥р
2568,сила
2569,нечиста
2570,озьмес€
2571,маржини
2572,ирщених
2573,завести
2574,≥ван
2575,стањ
2576,од
2577,порожн≥й
2578,бербениц€
2579,путина
2580,голий
2581,лавиц€
2582,йти
2583,запах
2584,пустка
2585,завтра
2586,приженуть
2587,худ≥бка
2588,допомогти
2589,пан
2590,б≥гти
2591,людина
2592,в≥ддати
2593,об≥зватис€
2594,ватаг
2595,розпов≥сти
2596,≥ван
2597,робити
2598,спок≥йний
2599,величний
2600,мова
2601,рух
2602,полонинський
2603,газди
2604,мико
2605,гукнути
2606,двер≥
2607,розклад
2608,борше
2609,ватру
2610,стањ
2611,тонкий
2612,кучер€вий
2613,микола
2614,повний
2615,ж≥ночий
2616,обличч€
2617,внести
2618,стаю
2619,вогонь
2620,брачч≥ку
2621,в≥вчар
2622,зац≥кавитис€
2623,≥ван
2624,спузар
2625,одкрити
2626,зуб
2627,микола
2628,мати
2629,пильнувати
2630,ватра
2631,аби
2632,згаснути
2633,л≥то
2634,б≥да
2635,жах
2636,озирнутис€
2637,п≥ти
2638,пот≥к
2639,вода
2640,л≥с
2641,дрова
2642,час
2643,ватра
2644,розгоралась
2645,полонина
2646,повний
2647,повага
2648,рух
2649,давн≥й
2650,жрець
2651,п≥дкидати
2652,ватаг
2653,сухий
2654,смерека
2655,св≥жу
2656,хвою
2657,син≥й
2658,дим
2659,легко
2660,зд≥йматис€
2661,кинутий
2662,в≥тер
2663,зачепл€вс€
2664,гора
2665,перетинати
2666,чорний
2667,смуга
2668,л≥с
2669,стелитис€
2670,далекий
2671,блакитний
2672,верх
2673,полонина
2674,починала
2675,житт€
2676,живий
2677,невгасимий
2678,вогонь
2679,мати
2680,боронити
2681,од
2682,лихого
2683,наче
2684,знаючи
2685,сей
2686,вогонь
2687,вивсь
2688,гордо
2689,св≥й
2690,гадючий
2691,т≥ло
2692,дихати
2693,новий
2694,клуб
2695,дим
2696,сильний
2697,в≥вчарка
2698,поклавши
2699,трава
2700,кожух
2701,дивитис€
2702,задумливо
2703,гора
2704,готовий
2705,один
2706,хвилина
2707,скочити
2708,нога
2709,показать
2710,зуб
2711,нањжити
2712,шерсть
2713,уж
2714,гас
2715,гора
2716,м≥н€ти
2717,блакитний
2718,убранн€
2719,рожевий
2720,золото
2721,риза
2722,микола
2723,кликати
2724,вечер€ть
2725,з≥йшлись
2726,стањ
2727,в≥вчар
2728,с≥ли
2729,живий
2730,вогонь
2731,мирн≥сть
2732,з'њсти
2733,перший
2734,полонинський
2735,кулеша
2736,тота
2737,полонинка
2738,повесн≥
2739,весела
2740,овечка
2741,ню
2742,≥ти
2743,кожний
2744,село
2745,високий
2746,ватаг
2747,наче
2748,дух
2749,полонина
2750,обходити
2751,вогонь
2752,стоњще
2753,обличч€
2754,поважний
2755,жрець
2756,нога
2757,ступати
2758,твердо
2759,широко
2760,дим
2761,головешка
2762,фурка
2763,крилатий
2764,зм≥й
2765,ворот€х
2766,стоњща
2767,мати
2768,переходити
2769,в≥вц€
2770,ватаг
2771,кида
2772,вогонь
2773,наслухати
2774,чути
2775,х≥д
2776,полонинський
2777,вухом
2778,серце
2779,чути
2780,глибокий
2781,долина
2782,кип≥ти
2783,р≥ка
2784,рвуть
2785,берег
2786,тихий
2787,осел€
2788,царинок
2789,котитис€
2790,поклик
2791,весна
2792,живий
2793,хвил€
2794,худ≥бка
2795,нога
2796,радо
2797,з≥тхати
2798,земл€
2799,чути
2800,далекий
2801,диханн€
2802,отара
2803,ричанн€
2804,корова
2805,вловимий
2806,голос
2807,п≥сн€
2808,врешт≥
2809,показатис€
2810,люда
2811,п≥дн€ти
2812,угору
2813,довгий
2814,тремб≥та
2815,позолочений
2816,сонце
2817,прив≥тать
2818,полонина
2819,серед
2820,син≥й
2821,верх
2822,забле€ли
2823,в≥вц€
2824,шумливий
2825,пот≥к
2826,залл€ти
2827,загорода
2828,ватаг
2829,впасти
2830,кол≥но
2831,п≥дн€ти
2832,рука
2833,небо
2834,схилитис€
2835,молитва
2836,в≥вчар
2837,люда
2838,пригнати
2839,маржина
2840,прохали
2841,бог
2842,в≥вц€
2843,мати
2844,гар€чий
2845,серце
2846,гар€чий
2847,вогонь
2848,переступати
2849,господь
2850,милосердний
2851,заступити
2852,христи€нський
2853,худ≥бка
2854,роса
2855,вода
2856,перех≥д
2857,од
2858,вс€кий
2859,лихо
2860,зв≥р
2861,припадку
2862,допомогти
2863,бог
2864,з≥брати
2865,худ≥бка
2866,докупи
2867,допомогти
2868,людина
2869,в≥ддати
2870,ласкаво
2871,слухало
2872,небо
2873,простосердечний
2874,молитва
2875,добродушно
2876,хмуритис€
2877,бескид
2878,в≥тер
2879,прол≥таючи
2880,старанно
2881,вич≥сувати
2882,трава
2883,полонина
2884,дит€чий
2885,головка
2886,полонинко
2887,верховинко
2888,чимЇсь
2889,згорд≥ти
2890,овечка
2891,уздр≥ти
2892,г≥сь
2893,г≥сь
2894,п≥дган€ти
2895,ззаду
2896,в≥вчар
2897,в≥вц€
2898,л≥ниво
2899,згинати
2900,кол≥но
2901,тремт≥ти
2902,тонкий
2903,н≥жка
2904,трусити
2905,вовна
2906,г≥сь
2907,г≥сь
2908,голий
2909,морда
2910,старечий
2911,вираз
2912,зануда
2913,одкривати
2914,слин€вий
2915,губа
2916,поскаржитись
2917,бозна
2918,бе
2919,ме
2920,в≥вчар
2921,вести
2922,червоний
2923,гач≥
2924,м≥рно
2925,розтинати
2926,пов≥тр€
2927,од
2928,рух
2929,кивати
2930,х≥д
2931,кресанею
2932,кв≥тка
2933,бир
2934,бир
2935,в≥вчарка
2936,нюхати
2937,в≥тер
2938,один
2939,око
2940,скоса
2941,погл€дати
2942,в≥вц€
2943,пор€док
2944,тертис€
2945,вовна
2946,об
2947,вовна
2948,б≥лий
2949,об
2950,чорний
2951,хвилювати
2952,пухнатий
2953,хребет
2954,др≥бний
2955,озеро
2956,хвил€
2957,драгл≥ти
2958,отара
2959,птруа
2960,птруа
2961,горл€ний
2962,поклик
2963,навертати
2964,крайн≥х
2965,отара
2966,тримати
2967,пов≥дь
2968,берег
2969,гора
2970,голуб≥ти
2971,море
2972,в≥тер
2973,громадити
2974,небо
2975,хмара
2976,тремт≥ти
2977,кучер€вий
2978,овечий
2979,хв≥ст
2980,голова
2981,нахилились
2982,б≥лий
2983,плескатий
2984,зуб
2985,вигризати
2986,кор≥нь
2987,солодкий
2988,бриндуша
2989,храбуст
2990,рожевий
2991,гор≥шок
2992,бир
2993,бир!
2994,стелити
2995,отар≥
2996,нога
2997,полонина
2998,св≥й
2999,килим
3000,накривати
3001,рухомий
3002,р€бий
3003,кожух
3004,хрум
3005,хрусь
3006,бе
3007,ме
3008,хрусь
3009,хрусь
3010,т≥нь
3011,од
3012,хмара
3013,бродити
3014,ближчий
3015,горб
3016,пересувати
3017,м≥сце
3018,м≥сце
3019,ходити
3020,гора
3021,вали
3022,море
3023,далекий
3024,непорушно
3025,голуб≥ти
3026,м≥сце
3027,сонце
3028,залл€ти
3029,овечий
3030,вовна
3031,розклавшись
3032,веселка
3033,запалити
3034,трава
3035,зелений
3036,вогонь
3037,в≥вчар
3038,≥ти
3039,довгий
3040,т≥нь
3041,птруа
3042,птруа
3043,хрум
3044,хрусь
3045,хрусь
3046,хрусь
3047,нечутно
3048,ступати
3049,пастух
3050,пост≥л
3051,котитис€
3052,м'€ко
3053,вовнистий
3054,хвил€
3055,полонина
3056,в≥тер
3057,почина
3058,грати
3059,далек≥м
3060,воринн€
3061,дз
3062,тонко
3063,сп≥вати
3064,одколоту
3065,скалка
3066,докучно
3067,брин≥ти
3068,муха
3069,дз
3070,обзиватис€
3071,грубо
3072,другий
3073,воринн€
3074,навод€чи
3075,сум
3076,хмара
3077,прибувати
3078,закрити
3079,п≥внеба
3080,гасне
3081,далекий
3082,бескид
3083,чорн≥ти
3084,похмурн≥Ї
3085,т≥нь
3086,немов
3087,уд≥вець
3088,полонина
3089,молод≥ти
3090,питатис€
3091,в≥тер
3092,тонко
3093,воринн€
3094,с€
3095,бай
3096,жениш
3097,високий
3098,бескиде
3099,зелений
3100,полонинка
3101,п≥ти
3102,сумно
3103,з≥тхати
3104,бескид
3105,блакитний
3106,небо
3107,замазалось
3108,с≥рий
3109,море
3110,гора
3111,потемн≥ти
3112,полонина
3113,погаснути
3114,отара
3115,в≥вц€
3116,повзе
3117,с≥рий
3118,лишай
3119,холодний
3120,в≥тер
3121,розправл€
3122,крило
3123,бити
3124,груди
3125,поп≥д
3126,кептар
3127,трудно
3128,дихати
3129,хот≥тис€
3130,обернутись
3131,спина
3132,’ай
3133,бити
3134,тонко
3135,заводити
3136,воринн€
3137,муха
3138,тенетах
3139,скиглити
3140,б≥ль
3141,нестерпучий
3142,плакати
3143,самотн≥й
3144,сум
3145,дз
3146,дзи
3147,и
3148,Ќевгавуче
3149,безперестанку
3150,висотувати
3151,жити
3152,кра€ти
3153,н≥ж
3154,серц≥
3155,хт≥в
3156,слухати
3157,хт≥в
3158,втекти
3159,г≥сь
3160,г≥сь
3161,шл€г
3162,трафив
3163,бир
3164,бир
3165,мурко
3166,мурко
3167,навертати
3168,обган€ти
3169,в≥вц€
3170,в≥тер
3171,настовбурчити
3172,шерсть
3173,зловити
3174,зуб
3175,карк
3176,в≥вц€
3177,кинути
3178,отара
3179,дз
3180,зи
3181,и
3182,дз
3183,зуб
3184,бол≥ти
3185,одноман≥тний
3186,нестерпучий
3187,б≥ль
3188,зц≥
3189,пити
3190,зуб
3191,замовк
3192,боли
3193,дзичи
3194,пек
3195,цур
3196,плакати
3197,в≥ддати
3198,се
3199,бодай
3200,скамен≥в
3201,отак
3202,впасти
3203,земл€
3204,безсилий
3205,затулити
3206,вухо
3207,рука
3208,заплакати
3209,годний
3210,дз
3211,зи
3212,и
3213,дз≥
3214,йой
3215,≥ван
3216,виймати
3217,фло€ру
3218,дме
3219,сила
3220,нав≥жений
3221,сильн≥ший
3222,лет≥ти
3223,од
3224,чорногора
3225,розгнузданий
3226,к≥нь
3227,бити
3228,копито
3229,трава
3230,розмечуЇ
3231,грива
3232,згук
3233,фло€ра
3234,чорногора
3235,мов
3236,в≥дьма
3237,блима
3238,б≥льмом
3239,сн≥говий
3240,поле
3241,чорний
3242,розпатланий
3243,коса
3244,л€кати
3245,дзи
3246,и
3247,дз≥
3248,закотилис€
3249,в≥вц€
3250,долинку
3251,тих≥ше
3252,с≥рий
3253,небо
3254,показатис€
3255,блакитний
3256,озерце
3257,острий
3258,полонинський
3259,трава
3260,сильн≥ше
3261,запахла
3262,озерце
3263,небо
3264,виступа
3265,берег
3266,широко
3267,розлити
3268,вода
3269,заголуб≥ти
3270,верх
3271,долина
3272,налились
3273,золото
3274,сонце
3275,≥ван
3276,дивитис€
3277,десь
3278,гора
3279,люда
3280,зелений
3281,отава
3282,походжати
3283,б≥лий
3284,нога
3285,мар≥чка
3286,око
3287,звернений
3288,десь
3289,полонина
3290,сп≥вати
3291,сп≥ванка
3292,справд≥
3293,порозс≥вала
3294,гора
3295,з≥йти
3296,кв≥ти
3297,мар≥чка
3298,замовкти
3299,в≥вчарик
3300,б≥лий
3301,в≥вц€
3302,паста
3303,сп≥ваночка
3304,кресаню
3305,класти
3306,згадуватис€
3307,милий
3308,д≥вочий
3309,голос
3310,зривати
3311,кв≥тка
3312,закосичувати
3313,кресаню
3314,птруа
3315,птруа
3316,сонце
3317,пекти
3318,робитис€
3319,душно
3320,котитис€
3321,в≥вц€
3322,пирхати
3323,б≥гу
3324,кривити
3325,старечий
3326,губа
3327,ст€ти
3328,зуб
3329,солодкий
3330,храбуст
3331,лишати
3332,св≥жий
3333,бабельки
3334,хрусь
3335,хрусь
3336,хрум
3337,хрум
3338,тертис€
3339,вовна
3340,об
3341,вовна
3342,б≥лий
3343,об
3344,чорний
3345,хвилювати
3346,хребти
3347,озеро
3348,хвилька
3349,бе
3350,ме
3351,собака
3352,тримати
3353,отара
3354,берег
3355,потомились
3356,в≥вчарка
3357,л€гати
3358,носити
3359,б≥к
3360,трава
3361,довгий
3362,червоний
3363,€зик
3364,звиса
3365,≥кло
3366,с≥дати
3367,муха
3368,бир
3369,бир
3370,сердито
3371,гукати
3372,≥ван
3373,собака
3374,в≥вц€
3375,полонина
3376,густий
3377,л≥с
3378,пастис€
3379,корова
3380,бовгар
3381,спертис€
3382,задум
3383,довгий
3384,тремб≥ту
3385,повол≥
3386,т€гнутис€
3387,г≥рський
3388,пов≥тр€
3389,прополоскати
3390,груди
3391,хот≥тис€
3392,њсти
3393,самотньо
3394,стоњш
3395,маленький
3396,бадилина
3397,поле
3398,нога
3399,зелений
3400,остр≥в
3401,обливати
3402,блакитний
3403,вода
3404,далекий
3405,гора
3406,суворий
3407,дикий
3408,верх
3409,десь
3410,безводах
3411,безслихах
3412,гн≥здитис€
3413,вс€кий
3414,мара
3415,ворожий
3416,сила
3417,€кий
3418,т€жко
3419,боротись
3420,лиш
3421,один
3422,сокотис€
3423,г≥сь
3424,г≥сь
3425,труситис€
3426,в≥вц€
3427,зелений
3428,поле
3429,м'€ко
3430,ступати
3431,трава
3432,пост≥л
3433,тиша
3434,чутно
3435,кров
3436,текти
3437,жила
3438,сон
3439,нал€гати
3440,класти
3441,м'€кенький
3442,лапа
3443,око
3444,лице
3445,шепче
3446,вухо
3447,спати
3448,в≥вц€
3449,танути
3450,око
3451,от
3452,в≥вц€
3453,стати
3454,€гн€та
3455,от
3456,нема
3457,поплисти
3458,трава
3459,зелений
3460,вода
3461,приходити
3462,мар≥чка
3463,ой
3464,обдурити
3465,небого
3466,ой
3467,≥ван
3468,знати
3469,л≥сний
3470,мар≥чка
3471,надити
3472,т€гнути
3473,хот≥ти
3474,пливти
3475,пливти
3476,трава
3477,зелений
3478,пот≥к
3479,дикий
3480,передсмертний
3481,рев≥нн€
3482,корова
3483,викидати
3484,сон
3485,бовгар
3486,сто€ти
3487,опершись
3488,тремб≥та
3489,земл€
3490,застигти
3491,рудий
3492,бугай
3493,вдарити
3494,нога
3495,земл€
3496,з≥гнути
3497,воластий
3498,ши€
3499,п≥дн€ти
3500,хв≥ст
3501,мчати
3502,крик
3503,високо
3504,скаче
3505,рвати
3506,нога
3507,трава
3508,р≥зати
3509,нога
3510,пов≥тр€
3511,бовгар
3512,стрепенувс€
3513,посп≥шати
3514,л≥с
3515,бахнув
3516,л≥с
3517,стр≥ла
3518,бах
3519,бах
3520,бах
3521,загрим≥ти
3522,рушниц€
3523,верхи
3524,бах
3525,бах
3526,бах
3527,озвались
3528,дальш≥
3529,н≥м≥ти
3530,тиша
3531,певно
3532,вуйко
3533,зар≥зати
3534,корова
3535,дума
3536,≥ван
3537,пильн≥ше
3538,огл€дати
3539,отара
3540,птруа
3541,птруа
3542,сонце
3543,наче
3544,заснути
3545,в≥тер
3546,затих
3547,перенестис€
3548,земл€
3549,небо
3550,громадити
3551,хмара
3552,збурений
3553,море
3554,верх
3555,€кий
3556,бачити
3557,круг
3558,полонина
3559,безконечний
3560,прост≥р
3561,загинути
3562,знати
3563,сто€ти
3564,минати
3565,вухо
3566,дол≥тати
3567,жданий
3568,поклик
3569,тремб≥та
3570,приносити
3571,од
3572,стањ
3573,запах
3574,кулеша
3575,дим
3576,довгий
3577,мелод≥йний
3578,тремт≥нн€
3579,опов≥дати
3580,кошара
3581,чекати
3582,в≥вц€
3583,г≥сь
3584,г≥сь
3585,метатис€
3586,пес
3587,бле€ти
3588,овечка
3589,лл€тис€
3590,перистий
3591,пот≥к
3592,долина
3593,тр€сучи
3594,вим'€
3595,обважн≥лий
3596,од
3597,молоко
3598,трет≥й
3599,доба
3600,с≥€ти
3601,полонина
3602,др≥бний
3603,мачкатий
3604,дощик
3605,закурились
3606,верх
3607,закуталось
3608,небо
3609,с≥рий
3610,мр€ка
3611,пропасти
3612,гора
3613,в≥вц€
3614,ходити
3615,важкий
3616,повний
3617,вода
3618,губка
3619,одежа
3620,в≥вчар
3621,стати
3622,холодний
3623,цупка
3624,спочинок
3625,дашко
3626,струнка
3627,доњнн€
3628,≥ван
3629,сид≥ти
3630,опершись
3631,плече
3632,дошка
3633,нога
3634,стискати
3635,д≥йниц€
3636,чорний
3637,пелехатий
3638,козар
3639,кожний
3640,слово
3641,клене
3642,в≥вчар
3643,нетерпл€чий
3644,дроб'Їта
3645,€кий
3646,прибувати
3647,молоко
3648,прутьс€
3649,загорода
3650,струнка
3651,швидше
3652,здоњти
3653,почекайте
3654,сарака
3655,йти
3656,лиш
3657,рист
3658,сердито
3659,кидати
3660,ззаду
3661,гон≥нник
3662,овечий
3663,лемент
3664,хльоска
3665,мокрий
3666,прут
3667,рист
3668,рист
3669,п≥дбадьорювати
3670,в≥вчар
3671,одхил€ти
3672,кол≥но
3673,од
3674,д≥рка
3675,кудою
3676,скаче
3677,струнка
3678,в≥вц€
3679,бодай
3680,бис
3681,клене
3682,козар
3683,к≥нчати
3684,ану
3685,скажеш
3686,такий
3687,година
3688,навиклий
3689,рух
3690,≥ван
3691,хапа
3692,в≥вцю
3693,хребет
3694,т€гнути
3695,задом
3696,понад
3697,широкий
3698,д≥йниц€
3699,пок≥рно
3700,сто€ти
3701,в≥вц€
3702,невиг≥дно
3703,розчеп≥ривши
3704,нога
3705,дурний
3706,слуха
3707,дзюрити
3708,молоко
3709,д≥йниц€
3710,рист
3711,хльоска
3712,ззаду
3713,гон≥нник
3714,рист
3715,рист
3716,покликувати
3717,в≥вчар
3718,здоЇний
3719,в≥вц€
3720,немов
3721,стуман≥л≥
3722,падати
3723,загород≥
3724,кам≥нь
3725,класти
3726,голова
3727,лапка
3728,кривити
3729,голий
3730,старечий
3731,губа
3732,рист
3733,рист
3734,≥ван≥в
3735,рука
3736,безперестанку
3737,мнуть
3738,теплий
3739,овече
3740,вим'€
3741,одт€гати
3742,д≥йка
3743,рука
3744,текти
3745,молоко
3746,пахнути
3747,лой
3748,п≥д≥ймати
3749,д≥йниц€
3750,масний
3751,солодкий
3752,пара
3753,рист
3754,рист
3755,вскакувати
3756,в≥вц€
3757,очман≥л≥
3758,розчеп≥рювати
3759,д≥йниц€
3760,нога
3761,в≥вчарський
3762,рука
3763,мнуть
3764,теплий
3765,вим'€
3766,жал≥бно
3767,плакати
3768,мокрий
3769,отара
3770,сей
3771,б≥к
3772,струнка
3773,падати
3774,загорода
3775,знесилений
3776,в≥вц€
3777,густий
3778,молоко
3779,дзв≥нко
3780,дзюрчить
3781,д≥йниц€
3782,зат≥кати
3783,теплий
3784,струмочок
3785,рукав
3786,рист
3787,рист
3788,козар
3789,см≥€тис€
3790,око
3791,коза
3792,овечка
3793,гострий
3794,серце
3795,падати
3796,труп
3797,плох≥
3798,в≥вц€
3799,твердо
3800,сто€ти
3801,тоненький
3802,нога
3803,ц≥каво
3804,п≥дн€ти
3805,р≥жок
3806,дивитис€
3807,мр€ку
3808,наче
3809,кр≥зь
3810,бачити
3811,бадьоро
3812,тр€стис€
3813,тоненький
3814,бор≥дка
3815,опуст≥ти
3816,кошара
3817,тиша
3818,пустка
3819,десь
3820,глибокий
3821,долина
3822,зв≥дки
3823,гора
3824,починати
3825,рости
3826,лунати
3827,см≥х
3828,людський
3829,голос
3830,се
3831,в≥ритис€
3832,полонина
3833,небо
3834,накривати
3835,безлюдний
3836,прост≥р
3837,жити
3838,самотина
3839,в≥кувати
3840,тиша
3841,лиш
3842,стањ
3843,тр≥щати
3844,невгасимий
3845,вогонь
3846,висилати
3847,син≥й
3848,дим
3849,св≥й
3850,мандри
3851,здоЇний
3852,молоко
3853,важко
3854,спочивати
3855,дерев'€ний
3856,посудина
3857,схилитис€
3858,ватаг
3859,заправити
3860,подри
3861,сохнути
3862,великий
3863,круглий
3864,боханець
3865,будзу
3866,пов≥вати
3867,ватага
3868,в≥тер
3869,прогнати
3870,стањ
3871,запах
3872,вугл€
3873,сир
3874,овечий
3875,вовна
3876,пахнути
3877,ватаг
3878,новий
3879,бербениц€
3880,барильц€
3881,н≥мувати
3882,куток
3883,запукай
3884,об≥зветьс€
3885,голос
3886,жиЇ
3887,холодний
3888,жентиц€
3889,св≥тити
3890,коновка
3891,зелений
3892,око
3893,ватаг
3894,сид≥ти
3895,серед
3896,начинн€
3897,батько
3898,серед
3899,дитина
3900,чорний
3901,лавка
3902,ст≥на
3903,ватра
3904,дим
3905,будз
3906,бербениц€
3907,жентиц€
3908,близький
3909,р≥дний
3910,спочити
3911,теплий
3912,рука
3913,молоко
3914,гусне
3915,ватаг
3916,вийма
3917,череса
3918,ц≥лий
3919,жмуток
3920,дерев'€ний
3921,колодка
3922,починати
3923,читати
3924,закарбувати
3925,дерев'€ний
3926,книга
3927,в≥вц€
3928,належати
3929,турбота
3930,зсува
3931,брова
3932,уперто
3933,чита
3934,мос≥йчук
3935,штирнадц€ть
3936,дроб'Їт
3937,му
3938,належит
3939,ст≥нка
3940,стањ
3941,спузар
3942,виводити
3943,питатис€
3944,баранець
3945,крутор≥жка
3946,в≥вц€
3947,ци
3948,вробити
3949,баранчик
3950,зелений
3951,с≥нц€
3952,розсп≥ватис€
3953,сердитис€
3954,ватаг
3955,наново
3956,перел≥чувати
3957,карб
3958,знати
3959,крутор≥жко
3960,зима
3961,ци
3962,вийдеш
3963,ци
3964,вийти
3965,полонинка
3966,живий
3967,док≥нчувати
3968,спузар
3969,с≥н€х
3970,входити
3971,стаю
3972,закопчений
3973,чорний
3974,згинатис€
3975,вогонь
3976,б≥лий
3977,зуб
3978,блищати
3979,вогонь
3980,потр≥скувати
3981,стиха
3982,молоко
3983,путина
3984,жовкнути
3985,гусне
3986,ватаг
3987,схилитис€
3988,скуплений
3989,суворий
3990,розщ≥бати
3991,повол≥
3992,рукава
3993,л≥коть
3994,занурювати
3995,голий
3996,зарослий
3997,волосс€
3998,рука
3999,застигати
4000,молоко
4001,тихо
4002,стањ
4003,двер≥
4004,замкнений
4005,спузар
4006,см≥ти
4007,кинути
4008,око
4009,молоко
4010,творитис€
4011,ватаг
4012,чаклувати
4013,наче
4014,застигти
4015,н≥мий
4016,чеканн€
4017,бербениц€
4018,затањти
4019,голос
4020,притањлись
4021,будзи
4022,полиц€
4023,поснути
4024,сном
4025,чорний
4026,ст≥на
4027,лава
4028,вогонь
4029,диха
4030,дим
4031,соромливо
4032,т≥кати
4033,в≥кно
4034,легкий
4035,рух
4036,жила
4037,ватагових
4038,рука
4039,пом≥тно
4040,наспод≥
4041,посуд
4042,одбуватис€
4043,рука
4044,оживати
4045,потроху
4046,п≥д≥йматис€
4047,вище
4048,опускатис€
4049,закруглювати
4050,л≥коть
4051,плещуть
4052,бгати
4053,гладити
4054,всередин≥
4055,дно
4056,посуди
4057,молоко
4058,п≥д≥йматис€
4059,круглий
4060,сировий
4061,т≥ло
4062,€кийсь
4063,чудом
4064,родитис€
4065,рости
4066,обертати
4067,плескатий
4068,б≥к
4069,купатис€
4070,б≥лий
4071,куп≥ль
4072,б≥лий
4073,н≥жний
4074,ватаг
4075,виймати
4076,зелений
4077,родовий
4078,вода
4079,дзв≥нко
4080,ст≥кати
4081,посуд
4082,ватаг
4083,легко
4084,з≥тхнути
4085,спузар
4086,гл€нуть
4087,славний
4088,родитис€
4089,будз
4090,ватагов≥
4091,вт≥ха
4092,пожиток
4093,людина
4094,одчин€тис€
4095,двер≥
4096,нарозт≥ж
4097,в≥тер
4098,дме
4099,подри
4100,ватра
4101,рад≥сть
4102,лиже
4103,чорний
4104,котел
4105,€кий
4106,сироватка
4107,гул€
4108,коломийка
4109,серед
4110,дим
4111,вогонь
4112,блищати
4113,спузар€
4114,зуб
4115,сонце
4116,заходити
4117,ватаг
4118,виносити
4119,стањ
4120,тремб≥ту
4121,трубити
4122,поб≥дно
4123,пустинний
4124,гора
4125,ск≥нчивс€
4126,мир
4127,будз
4128,вдатис€
4129,кулеша
4130,готовий
4131,струнка
4132,чекати
4133,новий
4134,молоко
4135,л≥туванн€
4136,полонина
4137,зазнати
4138,≥ван
4139,немало
4140,пригода
4141,побачити
4142,дивний
4143,картина
4144,мати
4145,уж
4146,гнати
4147,в≥вц€
4148,стањ
4149,ненароком
4150,озирнутис€
4151,близький
4152,верх
4153,мр€ка
4154,знизитис€
4155,укутати
4156,л≥с
4157,легкий
4158,сивий
4159,привид
4160,пол€нка
4161,зелен≥ла
4162,чорн≥ти
4163,одинокий
4164,смерека
4165,смерека
4166,закуритис€
4167,рости
4168,рости
4169,рости
4170,виступити
4171,€кийсь
4172,чолов≥к
4173,пол€нка
4174,б≥лий
4175,високий
4176,гукнути
4177,л≥с
4178,вийти
4179,л≥с
4180,олен≥
4181,другий
4182,вийти
4183,новий
4184,р≥г
4185,кращий
4186,весел≥ший
4187,гурт
4188,виб≥гти
4189,серна
4190,потремт≥ли
4191,тоненький
4192,нога
4193,почати
4194,щипати
4195,трава
4196,розсиплютьс€
4197,серна
4198,ведм≥дь
4199,заверне
4200,отак
4201,в≥вц€
4202,в≥вчарка
4203,б≥лий
4204,пасе
4205,погейкувати
4206,худ≥бка
4207,звестис€
4208,в≥тер
4209,стадо
4210,пирсне
4211,пропасти
4212,отак
4213,хукнути
4214,скло
4215,зап≥тн≥ти
4216,потому
4217,щезнути
4218,наче
4219,показувати
4220,≥нший
4221,дивуватис€
4222,лиш
4223,мр€ка
4224,тиждень
4225,великий
4226,в≥вчар
4227,пошепки
4228,називати
4229,ведм≥дь
4230,зар≥зати
4231,корова
4232,негура
4233,заставала
4234,в≥вц€
4235,полонина
4236,густ≥й
4237,мр€ка
4238,б≥лий
4239,молоко
4240,пропадати
4241,небо
4242,гора
4243,л≥с
4244,пастух
4245,ге
4246,ей
4247,кликати
4248,≥ван
4249,ге
4250,ей
4251,в≥дзивалось
4252,глухо
4253,поклик
4254,вода
4255,зв≥дки
4256,кричати
4257,нев≥домо
4258,в≥вц€
4259,сивий
4260,туман
4261,котитис€
4262,поп≥д
4263,нога
4264,пропадати
4265,≥ван
4266,йти
4267,безпом≥чний
4268,прост€гши
4269,рука
4270,наче
4271,бо€тис€
4272,наткнутис€
4273,кликати
4274,гей
4275,обзиватис€
4276,ззаду
4277,≥ван
4278,мусити
4279,става
4280,сто€ти
4281,безпорадний
4282,згублений
4283,липкий
4284,туман
4285,прикладати
4286,уст
4287,тремб≥ту
4288,об≥зватись
4289,к≥нець
4290,тремб≥та
4291,розпливавс€
4292,мр€ц≥
4293,здушений
4294,голос
4295,м≥сце
4296,падати
4297,нога
4298,розгубити
4299,овечка
4300,вуйко
4301,роздерти
4302,корова
4303,востаннЇ
4304,добиравс€
4305,вноч≥
4306,стањ
4307,настромитис€
4308,к≥л
4309,шкура
4310,сушитис€
4311,к≥лок
4312,брехати
4313,собака
4314,„асом
4315,бити
4316,полонина
4317,плова
4318,св€тий
4319,≥лл€
4320,воювавсь
4321,цур
4322,пек
4323,блискати
4324,меч
4325,гримати
4326,рушниц€
4327,св€то
4328,Їси
4329,господь
4330,лупитис€
4331,небо
4332,западати
4333,гора
4334,щойно
4335,лусне
4336,чорний
4337,кожний
4338,разом
4339,з≥в'Їс€
4340,сюди
4341,шусть
4342,кам≥нь
4343,щезнути
4344,глумитис€
4345,бог
4346,п≥дставл€ти
4347,гузицю
4348,в≥вчарев≥
4349,б≥да
4350,страх
4351,набратис€
4352,змокнути
4353,нитка
4354,петр≥вка
4355,упасти
4356,зима
4357,т€жк≥њ
4358,день
4359,сходити
4360,сн≥г
4361,розчахнулось
4362,овечка
4363,зр≥дка
4364,приходити
4365,люда
4366,долина
4367,обступати
4368,питаючись
4369,навперейми
4370,чути
4371,село
4372,дитина
4373,слухати
4374,простий
4375,опов≥данн€
4376,люда
4377,вробити
4378,с≥но
4379,буришка
4380,нема
4381,кукурудза
